8.427876811482210457e+07,1.253736065856050345e+03,1.722337258366064998e+04,2.270170286839686923e+03,3.061458163025722001e+01
8.427987317158663273e+07,1.236070427272351708e+03,1.631451120744990840e+04,2.176168207894410898e+03,2.794402337663263580e+01
8.428089732400017977e+07,1.226468755490257990e+03,1.542178600075289978e+04,2.088561221306322295e+03,2.563020945571885889e+01
8.428184057206274569e+07,1.224931050509769420e+03,1.454519696356962595e+04,2.008440697249246568e+03,2.367313986751589283e+01
8.428270291577424109e+07,1.231457312330884633e+03,1.368474409590007417e+04,1.991065644041243331e+03,2.207281461202371986e+01
8.428352096486723423e+07,1.234709099721018447e+03,1.278073536030061950e+04,2.009020382579653869e+03,2.049458596634604390e+01
8.428423898253527284e+07,1.255754921588213165e+03,1.210949876905088422e+04,1.942669092123431938e+03,1.958696859972990723e+01
8.428484147759145498e+07,1.300110860453357873e+03,1.151819833098753043e+04,1.817082644294415786e+03,1.943245549156796770e+01
8.428530651944747567e+07,1.369468441838474973e+03,1.141397449521703675e+04,1.660948993060384964e+03,1.999169583099182290e+01
8.428562003605997562e+07,1.462128121998854112e+03,1.135823112316878178e+04,1.410217296140346662e+03,2.112414098690261710e+01
8.428582448202416301e+07,1.573338299528215430e+03,1.123821998427871586e+04,1.143328762458351775e+03,2.261298731891420033e+01
8.428593054600469768e+07,1.685599288131792264e+03,1.121066340887007573e+04,9.131590411561455767e+02,2.400263517282821368e+01
8.428592985128970444e+07,1.808217891135121590e+03,1.128262263202079703e+04,7.424268766710906675e+02,2.555270001157937543e+01
8.428582239787922800e+07,1.941194108538205228e+03,1.145409765373089431e+04,5.798007254835912363e+02,2.726318183516771398e+01
8.428560818577326834e+07,2.084527940341042722e+03,1.172508847400036757e+04,4.224038405647372088e+02,2.913408064359322225e+01
