4.835189133882522583e-02,1.526820100843906403e-02,-1.779459416866302490e-01,-4.435525834560394287e-02,-1.137094199657440186e-02,2.471528947353363037e-03,1.757523345947265625e+01,2.340140342712402344e+00,4.691440463066101074e-01
4.835189133882522583e-02,1.526820100843906403e-02,-1.779459416866302490e-01,-4.435525834560394287e-02,-1.137094199657440186e-02,2.471528947353363037e-03,1.757523345947265625e+01,2.340140342712402344e+00,4.691440463066101074e-01
4.835189133882522583e-02,1.526820100843906403e-02,-1.779459416866302490e-01,-4.435525834560394287e-02,-1.137094199657440186e-02,2.471528947353363037e-03,1.757523345947265625e+01,2.340140342712402344e+00,4.691440463066101074e-01
4.470916837453842163e-02,7.744454778730869293e-03,-1.390750706195831299e-01,-3.664756193757057190e-03,1.314880512654781342e-02,-3.545813262462615967e-03,7.642145633697509766e+00,1.077428817749023438e+00,3.857407569885253906e-01
4.470916837453842163e-02,7.744454778730869293e-03,-1.390750706195831299e-01,-3.664756193757057190e-03,1.314880512654781342e-02,-3.545813262462615967e-03,7.642145633697509766e+00,1.077428817749023438e+00,3.857407569885253906e-01
4.470916837453842163e-02,7.744454778730869293e-03,-1.390750706195831299e-01,-3.664756193757057190e-03,1.314880512654781342e-02,-3.545813262462615967e-03,7.642145633697509766e+00,1.077428817749023438e+00,3.857407569885253906e-01
5.960852652788162231e-02,-1.212665624916553497e-02,-4.918941855430603027e-02,2.518273890018463135e-03,-1.431914977729320526e-02,2.568092197179794312e-03,2.580673408508300781e+01,-5.467277050018310547e+00,4.787224531173706055e-01
5.960852652788162231e-02,-1.212665624916553497e-02,-4.918941855430603027e-02,2.518273890018463135e-03,-1.431914977729320526e-02,2.568092197179794312e-03,2.580673408508300781e+01,-5.467277050018310547e+00,4.787224531173706055e-01
5.960852652788162231e-02,-1.212665624916553497e-02,-4.918941855430603027e-02,2.518273890018463135e-03,-1.431914977729320526e-02,2.568092197179794312e-03,2.580673408508300781e+01,-5.467277050018310547e+00,4.787224531173706055e-01
4.401537775993347168e-02,-5.685031414031982422e-03,-3.023523390293121338e-01,-5.989785492420196533e-02,2.831403724849224091e-02,-3.268247470259666443e-03,1.088024044036865234e+01,-8.776292800903320312e+00,3.327956497669219971e-01
4.401537775993347168e-02,-5.685031414031982422e-03,-3.023523390293121338e-01,-5.989785492420196533e-02,2.831403724849224091e-02,-3.268247470259666443e-03,1.088024044036865234e+01,-8.776292800903320312e+00,3.327956497669219971e-01
4.401537775993347168e-02,-5.685031414031982422e-03,-3.023523390293121338e-01,-5.989785492420196533e-02,2.831403724849224091e-02,-3.268247470259666443e-03,1.088024044036865234e+01,-8.776292800903320312e+00,3.327956497669219971e-01
3.752275556325912476e-02,8.458944037556648254e-03,-1.398704200983047485e-01,1.873061060905456543e-03,-1.079105027019977570e-02,-5.851788911968469620e-03,2.260742568969726562e+01,-6.632688045501708984e+00,4.252971410751342773e-01
3.752275556325912476e-02,8.458944037556648254e-03,-1.398704200983047485e-01,1.873061060905456543e-03,-1.079105027019977570e-02,-5.851788911968469620e-03,2.260742568969726562e+01,-6.632688045501708984e+00,4.252971410751342773e-01
3.752275556325912476e-02,8.458944037556648254e-03,-1.398704200983047485e-01,1.873061060905456543e-03,-1.079105027019977570e-02,-5.851788911968469620e-03,2.260742568969726562e+01,-6.632688045501708984e+00,4.252971410751342773e-01
