0.000000000000000000e+00,5.134354362237764150e+07,1.506945122903399437e+01,8.391608391608401663e-01,2.342657342657343378e+00,6.547370614814726486e-02
1.000000000000000000e+00,5.134354377121999860e+07,1.461709947749461413e+01,1.133127625121264970e+00,2.352199353260125747e+00,6.547426123198149539e-02
2.000000000000000000e+00,5.134354380563179404e+07,1.441671253694519983e+01,1.301011294606206015e+00,2.350290951139569540e+00,6.547415021521464651e-02
3.000000000000000000e+00,5.134354367832170427e+07,1.442469598427874899e+01,1.427972027972028490e+00,2.342657342657343378e+00,6.547370614814726486e-02
4.000000000000000000e+00,5.134354334199841321e+07,1.459745539638826628e+01,1.599170005575095699e+00,2.335023734175117216e+00,6.547326208107988321e-02
5.000000000000000000e+00,5.134354274937062711e+07,1.489139635016674568e+01,1.899765407771772496e+00,2.333115332054561009e+00,6.547315106431303433e-02
6.000000000000000000e+00,5.134354185314701498e+07,1.526292442250719006e+01,2.414918414918423295e+00,2.342657342657343378e+00,6.547370614814726486e-02
7.000000000000000000e+00,5.134354062673687935e+07,1.566940817077815673e+01,3.213851162903849978e+00,2.363649765983464768e+00,6.547492733258257480e-02
8.000000000000000000e+00,5.134353912635196745e+07,1.607206807425043138e+01,4.302033609746606757e+00,2.373191776586247137e+00,6.547548241641681921e-02
9.000000000000000000e+00,5.134353742890458554e+07,1.643308759267036478e+01,5.668997668997686645e+00,2.342657342657343378e+00,6.547370614814726486e-02
1.000000000000000000e+01,5.134353560102474689e+07,1.671238679880393363e+01,7.300134830852393897e+00,2.260105251619077826e+00,6.546926547747339287e-02
1.100000000000000000e+01,5.134353366821305454e+07,1.686083221749567684e+01,9.164274892083293267e+00,2.180333567816460594e+00,6.546715615890330575e-02
1.200000000000000000e+01,5.134353164568780363e+07,1.682702698660975926e+01,1.122610722610725986e+01,2.174825174825175456e+00,6.547370614814726486e-02
1.300000000000000000e+01,5.134352954794432223e+07,1.660206004585148065e+01,1.343202236009956074e+01,2.291603923214923899e+00,6.549024764640744289e-02
1.400000000000000000e+01,5.134352738658626378e+07,1.634696354229064497e+01,1.565521543626900858e+01,2.484857531531492469e+00,6.549812983685357470e-02
