-1.70915323510929e-08,-4.47621751001441e-09,8.29573095082958e-08,0.19015010680615,-0.221082448298744,1.07901965895305e-09,-3.94279918545595,1.35920698179301,0.00662608014543083,0,0,0,0,0,0,0,0,1,0
-1.04643068052031e-09,-4.0093685722091e-13,2.59082651210592e-08,0.298565175981492,-0.138056083757129,9.10094551354167e-10,0.520031040881565,0.97963161714453,0.0786051822590881,0,0,0,0,0,0,0,0,1,0
-3.26532608760576e-09,2.86419194821367e-09,1.16185085035469e-08,0.303642469658502,-0.101272268115334,6.45327434078609e-10,1.52099957003547,1.31339731476066,0.0712702467752059,0,0,1,0,0,0,0,0,1,0
-1.59105926437421e-08,8.719917581229e-10,3.91263923483549e-08,0.23596652767224,-0.0866364781628977,4.35284319715115e-10,-0.368424374911629,0.623032608056726,0.00711089459332085,0,0,1,0,0,0,0,2,1,0
2.71291367826157e-08,-1.46395954377661e-09,-4.52024857381648e-08,0.475517663730579,-0.0826271556416807,5.04162094568298e-10,6.08238084808015,1.39154150546482,0.158036319339695,0,0,1,0,0,0,0,2,1,0
7.33516398444095e-09,3.71689160387159e-09,4.64712657334487e-08,0.363666059267341,-0.123725794037941,1.94830100026474e-09,-0.206434776204478,1.60089116184023,0.0902047750161158,3,0,1,0,0,0,0,2,1,0
3.25441735328649e-09,-4.84879615736912e-09,-1.70052243343982e-08,0.391175795605191,-0.0780517746919161,5.91517978806728e-10,3.4788129990013,2.03289748216597,0.070211473108845,3,0,1,0,0,0,3,2,1,0
-1.68354270982982e-08,-1.86195768169873e-09,-1.70637060022104e-08,0.194637284687243,-0.106895053752393,1.66202117713712e-09,1.36191570601361,-1.9433637793078,0,3,0,1,0,0,0,3,2,1,0
5.11008337243824e-08,-4.07849106787328e-09,-7.50322024355859e-08,0.631440779639953,-0.073958268914379,7.36340686101035e-10,8.30806401670428,0.543756893376849,0.155520210412221,3,0,1,0,0,0,3,2,1,0
6.59040477692823e-09,5.97745982621765e-09,1.07275018863281e-08,0.371323279471099,-0.114283917386283,1.72544667869545e-09,1.45856255888828,0.940736567065742,0.0586315891764507,3,0,1,0,0,0,3,2,1,0
-1.4448233384777e-08,1.75389988889194e-08,-1.86046018825829e-08,-0.232730604757526,-0.0816527857314826,4.2325480501178e-10,-1.7153563877915,4.41034331730263,0,3,0,1,0,0,0,3,2,1,0
6.97978898948933e-08,1.22486079856752e-08,1.78938607858137e-08,0.578814301957324,-0.0796807765035121,5.36366755724202e-10,3.11200916465402,0.623152072986429,0.1688226963163,3,0,1,0,0,0,3,2,1,0
1.07713274302217e-07,1.93266126335897e-08,1.38928496753677e-08,0.719031565097286,-0.11575772425911,8.16161368290457e-10,4.00626449610101,0.983915468282148,0.247832358572732,3,0,1,0,0,0,3,2,1,0
2.53499150713281e-08,-1.19535862871167e-08,-6.56444134717129e-09,0.264390240108185,-0.0895782102942071,2.90212880401512e-11,1.23110829254993,1.07399547106079,0.0848527839542906,3,0,1,0,0,0,3,2,2,0
-1.37166197187639e-08,-1.97404055794786e-08,3.27653526387074e-09,-0.136748223084744,-0.129207313140666,4.67097426209612e-10,-3.31527076374235,-1.46314003165316,0.00630052365814144,3,0,1,0,0,0,3,2,2,0
-1.30630037854441e-08,3.6233365938213e-08,4.27163580276041e-07,-0.0143239016273692,-0.218153750211405,7.62920124312102e-10,-25.3819056337842,1.80722024027696,0.00881961885664403,3,0,1,0,0,0,3,2,2,0
2.21814189965124e-08,9.32894759397778e-08,9.08333822699906e-09,0.262937499873436,-0.255998840494843,1.06398723110157e-10,-3.00047338795281,0.821404976053575,0.0782694711756737,3,0,1,0,0,0,3,2,2,0
4.13628372367152e-08,1.229712120877e-07,-3.21160682275168e-07,0.853593491725946,-0.213065100799312,7.56352981444532e-10,15.581890059259,-0.00603151608147761,0.13218059923694,3,0,1,0,0,0,3,2,2,0
-4.3029488820376e-09,-1.08578246432759e-07,6.23000717061067e-09,-2.18329772251517,-0.0433284572877024,2.25308457741118e-10,-1.13712316380503,2.5065843732433,0.000245581294195283,3,0,1,0,0,0,3,2,2,0
-1.60571799272354e-08,-3.82680872176874e-07,3.36585125579404e-07,-0.81827306359499,-0.17081958916005,1.2155434014881e-09,-13.5969049966237,1.03939474619206,0.0224955402973513,3,0,1,0,0,0,3,2,2,0
-1.9130883008395e-08,-6.2386023410117e-07,6.15741835690724e-07,-0.543980039374857,-0.0540002315619787,6.79441784692926e-10,-22.7409702630117,0.32708677997051,1.15245807111358e-06,3,0,1,0,0,0,3,2,2,0
-1.88309538006143e-08,-5.43673405129721e-07,7.97769968561073e-08,-0.179541029461983,-0.0311130785571442,2.4386703211748e-10,17.5711895661508,-0.437370405357761,0.000309317740792056,3,0,1,0,0,0,3,2,2,0
-2.71589051329921e-08,-4.00745262376932e-07,6.58062820386886e-07,0.193593163501916,-0.029206052977698,1.06810450725709e-10,14.3532540965805,-0.902513705532107,0,3,0,1,0,0,0,3,2,2,0
-2.58855062289668e-08,-3.21419032021542e-07,7.83587810225967e-07,0.424207516683339,-0.0202320819971549,-5.21079767885906e-10,35.3458622137395,-1.02899737148844,0,3,0,2,2,0,0,3,2,2,0
-2.47060708262773e-08,-4.97757632650671e-07,7.80229413613689e-07,0.259120492712941,-0.0197062685852515,-7.32713800320669e-10,19.5021776907442,-1.9821896499389,0,3,0,2,2,0,0,3,2,2,0
