1.03928545619857e-07,-1.30990986358156e-08,-7.43433829132625e-08,0.629274392865232,-0.00208453021590463,0,0,0,0,0,0,0,0,1,0
2.03697082114452e-07,-2.15972538909591e-09,-1.64933921086564e-07,1.34906478981155,-0.02594314650307,0,0,0,0,0,0,0,0,1,0
1.90890345416259e-07,-3.1465258111954e-09,-1.5244135287804e-07,1.21034800657194,-0.0246903812435766,0,0,1,0,0,0,0,0,1,0
1.11232362819939e-07,-3.35236307739491e-09,-7.31791430161788e-08,0.702549441876313,0.00753651713337503,0,0,1,0,0,0,0,2,1,0
3.94476025036021e-07,-2.62255083954032e-09,-3.63305424481176e-07,2.30736278108059,-0.0469712315268779,0,0,1,0,0,0,0,2,1,0
1.89808545919929e-09,-1.31612504347193e-09,3.0309978560451e-08,-0.0253964071884324,0.0438106666295171,3,0,1,0,0,0,0,2,1,0
6.98718654106312e-07,-1.21098376733004e-09,-6.67672987181279e-07,4.01902546856465,0.0251601261148596,3,0,1,0,0,0,3,2,1,0
1.25891725982028e-07,-1.50474432772567e-09,-9.44891526222554e-08,0.825199723897599,0.0294692059948925,3,0,1,0,0,0,3,2,1,0
-4.51472067996271e-07,-1.73157547347673e-10,4.80569648276787e-07,-2.59769920781569,-0.0362976352477706,3,0,1,0,0,0,3,2,1,0
6.08258680644244e-07,-6.4543375005178e-10,-5.80961197357091e-07,3.88607558915024,-0.0049958910430939,3,0,1,0,0,0,3,2,1,0
1.10482575167575e-06,-9.54547576418179e-10,-1.09239350728435e-06,7.10785046259384,-0.0215079854400595,3,0,1,0,0,0,3,2,1,0
-2.35569441982511e-06,-1.20996288222162e-09,2.34733653348595e-06,-14.982625946003,0.00160148610065728,3,0,1,0,0,0,3,2,1,0
1.78755535067311e-06,-7.69216960196545e-10,-1.80632993979536e-06,11.349721591088,-0.0225764461791224,3,0,1,0,0,0,3,2,1,0
1.16161907321075e-08,-7.79201279764897e-10,-2.22181149472797e-08,0.113273840310144,0.0165455923006995,3,0,1,0,0,0,3,2,2,0
-1.59140661024087e-07,-1.907269513957e-10,1.62832096962042e-07,-1.13065206910671,0.0922680399273857,3,0,1,0,0,0,3,2,2,0
-2.66043259830427e-07,2.0842607001097e-10,2.81853049583467e-07,-2.76049318181057,0.716904099714263,3,0,1,0,0,0,3,2,2,0
9.89294211439228e-08,-3.68814352899231e-10,-1.90443900714046e-07,2.60381321826504,-0.089654861350615,3,0,1,0,0,0,3,2,2,0
3.63235373691544e-08,1.89201958005521e-11,-2.12693077979764e-07,1.94226754157078,2.24702187406941,3,0,1,0,0,0,3,2,2,0
-2.63150365763432e-08,-8.15843211747105e-10,-1.72448004421413e-07,-2.07353857317965,-0.880619263436191,3,0,1,0,0,0,3,2,2,0
1.57556864680883e-07,-1.02116528340378e-09,-1.05409803956637e-07,0.0850313091336594,-0.32995347453168,3,0,1,0,0,0,3,2,2,0
4.62557412870175e-07,-1.7741895622378e-09,9.26983390982484e-08,0.215600354016555,-0.149443377157247,3,0,1,0,0,0,3,2,2,0
