5.133633853846170008e+07,5.552279593875440469e+02,6.164370629370650022e+03,5.019324009324020039e+02,1.869669510343960006e+00
5.133626815502790362e+07,5.863778358027809645e+02,6.200931232948420075e+03,5.047916617832560178e+02,1.683362438180949994e+00
5.133616454339080304e+07,6.128524517989500282e+02,6.276846100056660362e+03,5.061665889934989764e+02,1.530589262416450103e+00
5.133604675058290362e+07,6.342885654481500524e+02,6.381927738927760402e+03,4.974592074592089830e+02,1.513026153700600007e+00
5.133592540560249984e+07,6.509833107739000297e+02,6.509954383421169950e+03,4.739037596314059897e+02,1.692064575461299958e+00
5.133577746530999988e+07,6.658753256053850009e+02,6.670567169904639741e+03,4.460633581808739905e+02,1.967957162237589985e+00
5.133557146853160113e+07,6.825636237232090480e+02,6.877372960372979833e+03,4.283333333333350197e+02,2.200671841346289792e+00
5.133528898316050321e+07,7.033471893840629718e+02,7.135911166026960018e+03,4.314132945111210233e+02,2.284310506618440151e+00
5.133496369335839897e+07,7.253248887489960453e+02,7.419451394891089876e+03,4.512199679230030256e+02,2.249510917942029842e+00
5.133464231235449761e+07,7.442955584551430093e+02,7.693195804195829623e+03,4.799743589743599728e+02,2.161044801719250064e+00
5.133435641441129893e+07,7.601889885417480173e+02,7.932629131699310165e+03,5.106294561771779854e+02,2.077133148551359998e+00
5.133407701792649925e+07,7.894587826564729767e+02,8.154366437270339702e+03,5.390661804698650030e+02,2.029794005835820148e+00
5.133376000233119726e+07,8.526894978490829544e+02,8.385305361305390761e+03,5.618974358974379584e+02,2.044494685169130133e+00
5.133336848230659962e+07,9.611314866410849618e+02,8.653901237504869641e+03,5.762915346694959453e+02,2.132555468621359918e+00
5.133289451353450119e+07,1.088698283440930027e+03,8.994840172785019604e+03,5.816384216539889849e+02,2.248708520156830204e+00
