5.133622364272633195e+07,6.056555001186825393e+02,6.204582223819824321e+03,5.342394815353231934e+02,1.042170313094036516e+00
5.133613998287659138e+07,6.226566415043913594e+02,6.247610449901563697e+03,5.243390627301635050e+02,8.566754661243546343e-01
5.133604969926960021e+07,6.405177399241204057e+02,6.314097072485038552e+03,5.114312608505990170e+02,7.200174222016589853e-01
5.133595279190534353e+07,6.594390688341198938e+02,6.404042091570250705e+03,4.955160758966297863e+02,6.321961813259495688e-01
5.133584926078379899e+07,6.795141679441445604e+02,6.517445507157195607e+03,4.765935078682553581e+02,5.932117434972259407e-01
5.133582556384553760e+07,7.006036768122431795e+02,6.619467631207871818e+03,4.451404486418621218e+02,5.943481603014972858e-01
5.133568849890897423e+07,7.220218712858351182e+02,6.809238318447149140e+03,4.159027935901505657e+02,6.820901785354441804e-01
5.133542087465948611e+07,7.427132989720540763e+02,7.059378159242694892e+03,4.005672496257259354e+02,8.175126478577083855e-01
5.133514703834202886e+07,7.720311314298984371e+02,7.269790747582899712e+03,3.996277843657397852e+02,9.545808158134130306e-01
5.133480962706596404e+07,7.982321097724253605e+02,7.509187772120263617e+03,4.103822667332964329e+02,1.044592769464027127e+00
5.133446434693749249e+07,8.249103299562088978e+02,7.755888816949112879e+03,4.197040619794518079e+02,1.063399472721623606e+00
5.133417222174853086e+07,8.524727825553757157e+02,8.026019404314820349e+03,4.148921444343638427e+02,9.968538868292307065e-01
5.133388962274498492e+07,8.806140125039797795e+02,8.314834786760224233e+03,4.052069029712739621e+02,8.606140271551239174e-01
5.133361654992688447e+07,9.088071746688622170e+02,8.622334964285337264e+03,3.906483375901827344e+02,6.546798936993045714e-01
5.133335300329422951e+07,9.365270773536974502e+02,8.948519936890155805e+03,3.712164482910901029e+02,3.790514864617723356e-01
