5.134354362237759680e+07,1.506945122903399970e+01,8.391608391608400552e-01,2.342657342657339825e+00,6.547370614814730649e-02
5.134354444949603826e+07,6.261871141476972547e+00,7.985753593517670446e+00,3.232850454087701664e+00,6.975370172055182783e-02
5.134354530802940577e+07,9.998627554608263690e-01,1.302167125112800328e+01,2.564654946085919374e+00,8.230333930766578487e-02
5.134354367832169682e+07,1.442469598427869926e+01,1.427972027972030045e+00,2.342657342657339825e+00,6.547370614814730649e-02
5.134354396416843683e+07,4.848867337822042600e+00,2.113582431925528127e+01,1.573959962597901718e+00,7.531925553978827126e-02
5.134354350234039873e+07,1.736424547541638930e+01,3.575034555558005422e+01,1.777254856151879725e-01,8.883974377450301607e-02
5.134354185314700007e+07,1.526292442250720072e+01,2.414918414918420186e+00,2.342657342657339825e+00,6.547370614814730649e-02
5.134354197927829623e+07,1.487318164216285332e+01,2.534131980163421005e+00,2.691660992520829687e+00,6.003594565638636915e-02
5.134354235661936551e+07,1.431298035270123847e+01,2.452046055013195502e+00,3.153960997813225919e+00,5.608300862807039100e-02
5.134353742890460044e+07,1.643308759267040031e+01,5.668997668997690198e+00,2.342657342657339825e+00,6.547370614814730649e-02
5.134353735484901071e+07,1.222795146852110992e+00,2.168443513057408367e+01,1.593533513552673586e+00,7.359295101226315250e-02
5.134353697449257225e+07,9.736385867972252584e+00,3.323690845554938278e+01,1.247387792216415825e+00,8.889405995547446093e-02
5.134353164568780363e+07,1.682702698660979834e+01,1.122610722610730072e+01,2.174825174825179896e+00,6.547370614814730649e-02
5.134353131599819660e+07,2.689366419968496125e+00,3.149576944314913263e+01,1.815786148584290105e+00,5.848113581979791364e-02
5.134353096298489720e+07,1.791340698966895673e+01,4.684220295791970301e+01,2.069757148368152500e+00,5.465135887016832339e-02
5.134352517249429971e+07,1.626525542483820175e+01,1.775058275058280088e+01,2.685314685314689864e+00,6.547370614814730649e-02
5.134352457423175871e+07,1.646469824223194767e+00,3.336067946667936468e+01,2.116030591925210036e+00,8.851911571277215618e-02
