0.000000000000000000e+00,8.429967116783221066e+07,1.722474880304368572e+00,2.356162243552672120e+00,5.306591017567817703e-01,6.230521244184426877e+00
1.000000000000000000e+00,8.429967092919264734e+07,1.795834169199149288e+00,2.522899197716547803e+00,5.292023555924284528e-01,6.230521236759604342e+00
2.000000000000000000e+00,8.429967040318317711e+07,2.038504968762850034e+00,2.805946523278488591e+00,5.294937048252991163e-01,6.230521238244568494e+00
3.000000000000000000e+00,8.429966962377624214e+07,2.377020334849822447e+00,3.245672733063161175e+00,5.306591017567817703e-01,6.230521244184426877e+00
4.000000000000000000e+00,8.429966862494432926e+07,2.737913323314417724e+00,3.882446339895231802e+00,5.318244986882644243e-01,6.230521250124285260e+00
5.000000000000000000e+00,8.429966744065986574e+07,3.047716990010987725e+00,4.756635856599367607e+00,5.321158479211350878e-01,6.230521251609249411e+00
6.000000000000000000e+00,8.429966610489535332e+07,3.232964390793882981e+00,5.908609796000234837e+00,5.306591017567817703e-01,6.230521244184426877e+00
7.000000000000000000e+00,8.429966465890084207e+07,3.243703009043919838e+00,7.347070566800240954e+00,5.274542601952043608e-01,6.230521227849817656e+00
8.000000000000000000e+00,8.429966317303697765e+07,3.124038038247775262e+00,8.954056161212761822e+00,5.259975140308510433e-01,6.230521220424995121e+00
9.000000000000000000e+00,8.429966172494198382e+07,2.941589099418590703e+00,1.057993846732891896e+01,5.306591017567817703e-01,6.230521244184426877e+00
1.000000000000000000e+01,8.429966039893746376e+07,2.753471587017131128e+00,1.208240647038154236e+01,5.423130710716085323e-01,6.230521303583007153e+00
1.100000000000000000e+01,8.429965930607831478e+07,2.574783989294658682e+00,1.334841754417031368e+01,5.478487064961513608e-01,6.230521331797333140e+00
1.200000000000000000e+01,8.429965856410282850e+07,2.410120567950058135e+00,1.427224615963662302e+01,5.306591017567817703e-01,6.230521244184426877e+00
1.300000000000000000e+01,8.429965822363801301e+07,2.267970448757638646e+00,1.480138035409312458e+01,4.841400629510487774e-01,6.230521022924715879e+00
1.400000000000000000e+01,8.429965806686608493e+07,2.172402213793407810e+00,1.509616243033750926e+01,4.416982456612094099e-01,6.230520917492235355e+00
1.500000000000000000e+01,8.429965780885806680e+07,2.151379309208798496e+00,1.537014825753872493e+01,4.467430178406976982e-01,6.230521244184426877e+00
1.600000000000000000e+01,8.429965724057058990e+07,2.214494604777240028e+00,1.579750452302115171e+01,5.245581071417060315e-01,6.230522069824692366e+00
1.700000000000000000e+01,8.429965645650289953e+07,2.297858664760155989e+00,1.639484118673089341e+01,6.279246800114599569e-01,6.230522463340286698e+00
1.800000000000000000e+01,8.429965562703987956e+07,2.319211477040966418e+00,1.713937902676949676e+01,6.914982625959430473e-01,6.230521244184426877e+00
1.900000000000000000e+01,8.429965490619893372e+07,2.220555425614629819e+00,1.796462016751703317e+01,6.857572031979023430e-01,6.230518162883076805e+00
2.000000000000000000e+01,8.429965438252745569e+07,2.040942478922255443e+00,1.862919211846769230e+01,7.244711387471371999e-01,6.230516694253179999e+00
2.100000000000000000e+01,8.429965412820538878e+07,1.843687001516489898e+00,1.884800373539421514e+01,9.572325283302102195e-01,6.230521244184426877e+00
2.200000000000000000e+01,8.429965422209097445e+07,1.690002093126240723e+00,1.838947484338026683e+01,1.475549249788940198e+00,6.230532743749562563e+00
2.300000000000000000e+01,8.429965476975588500e+07,1.632695794185461624e+00,1.723606914475331919e+01,2.138590855986171491e+00,6.230538224753554566e+00
2.400000000000000000e+01,8.429965588345015049e+07,1.722474880304368128e+00,1.542376131115177706e+01,2.747442318540004536e+00,6.230521244184426877e+00
2.500000000000000000e+01,8.429965764919252694e+07,1.948604744692546076e+00,1.306019336601764635e+01,3.119180931367570686e+00,6.230478327225234203e+00
2.600000000000000000e+01,8.429966004807676375e+07,2.054585250957065679e+00,1.053967674000728749e+01,3.134853277582124065e+00,6.230457871839161221e+00
2.700000000000000000e+01,8.429966303496529162e+07,1.722474880304368128e+00,8.328190215580661970e+00,2.691498262595948265e+00,6.230521244184426877e+00
2.800000000000000000e+01,8.429966645965208113e+07,8.253051848067587404e-01,6.714184361324575967e+00,1.777826848093380097e+00,6.230681412456062773e+00
2.900000000000000000e+01,8.429966975165702403e+07,0.000000000000000000e+00,5.275996890333245481e+00,7.492382208469655636e-01,6.230757752996360033e+00
3.000000000000000000e+01,8.429967223543149233e+07,7.445623228571851548e-02,3.414437301827735638e+00,5.280362390130377559e-02,6.230521244184426877e+00
3.100000000000000000e+01,8.429967310574293137e+07,1.644723357606184599e+00,1.027260123884307541e+00,0.000000000000000000e+00,6.229923488057076852e+00
3.200000000000000000e+01,8.429967103862309456e+07,4.379461130066244046e+00,0.000000000000000000e+00,3.599270906826905203e-01,6.229638581281958132e+00
3.300000000000000000e+01,8.429966458041983843e+07,7.715481873311383687e+00,2.715136602527045806e+00,7.660903371880180002e-01,6.230521244184426877e+00
3.400000000000000000e+01,8.429965267414197326e+07,1.132882039809782526e+01,1.083856946260847742e+01,9.333659563521736757e-01,6.232752100422191077e+00
3.500000000000000000e+01,8.429963584944222867e+07,1.585240146362470171e+01,2.316987754655053067e+01,9.021132674015395203e-01,6.233815386982367812e+00
3.600000000000000000e+01,8.429961503263428807e+07,2.215837231620187353e+01,3.779205967945024014e+01,7.940623651600459132e-01,6.230521244184426877e+00
3.700000000000000000e+01,8.429958948138232529e+07,3.117127012825476129e+01,5.442615982438917399e+01,7.066420412832565834e-01,6.222195575360721875e+00
3.800000000000000000e+01,8.429955177875240147e+07,4.402519177667100081e+01,7.934540249638705234e+01,6.400758747532708792e-01,6.218227335895133656e+00
3.900000000000000000e+01,8.429949283916109800e+07,6.190662406445375154e+01,1.204610573484481932e+02,5.702861413838217208e-01,6.230521244184426877e+00
4.000000000000000000e+01,8.429940652352806926e+07,8.512885651195151127e+01,1.836068873809416857e+02,4.822955473305522434e-01,6.266082401064156038e+00
4.100000000000000000e+01,8.429929847878545523e+07,1.105123895088939321e+02,2.663066289836957594e+02,3.975285201167463311e-01,6.312317437125029684e+00
4.200000000000000000e+01,8.429917729836855829e+07,1.340045261623560293e+02,3.640065118939035074e+02,3.465099176075978060e-01,6.351733365396548869e+00
4.300000000000000000e+01,8.429904497168821096e+07,1.549574857484329868e+02,4.752716954349291427e+02,4.212202530251000776e-01,6.385560241113839908e+00
4.400000000000000000e+01,8.429887707205744088e+07,1.863431522193008334e+02,6.111430572748208760e+02,9.594626610184435744e-01,6.489920288334551479e+00
4.500000000000000000e+01,8.429864256876482069e+07,2.445383256961559653e+02,7.857804046677977112e+02,2.360495931593618035e+00,6.759658773321957526e+00
